"Cena";"Waluta";"Cena.w.PLN";"KM";"kW";"Marka";"Model";"Wersja";"Liczba.drzwi";"Pojemnosc.skokowa";"Przebieg.w.km";"Rodzaj.paliwa";"Rok.produkcji";"Kolor";"Kraj.aktualnej.rejestracji";"Kraj.pochodzenia";"Skrzynia.biegow"
24900;"PLN";24900;75;55;"Opel";"Corsa";"D";"4/5";1300;70000;"olej napedowy (diesel)";2007;"srebrny-metallic";"Polska";"Polska";"manualna"
32500;"PLN";32500;84;62;"Renault";"Trafic";"";"4/5";1995;162000;"olej napedowy (diesel)";2007;"bialy";"";"Francja";"manualna"
25900;"PLN";25900;115;85;"Ford";"Focus";"Mk2";"4/5";1753;102000;"olej napedowy (diesel)";2006;"";"";"";"manualna"
6700;"PLN";6700;136;100;"Opel";"Omega";"B";"4/5";1998;236000;"benzyna+LPG";1997;"";"Polska";"Niemcy";"manualna"
19900;"PLN";19900;120;88;"Renault";"Scenic";"II";"4/5";1870;NA;"olej napedowy (diesel)";2004;"czarny-metallic";"";"Niemcy";"manualna"
8700;"PLN";8700;101;74;"Opel";"Vectra";"B";"4/5";NA;208000;"olej napedowy (diesel)";2000;"srebrny-metallic";"";"";"manualna"
26000;"PLN";26000;125;92;"Opel";"Astra";"III";"4/5";1700;91000;"olej napedowy (diesel)";2008;"szary-metallic";"";"";"manualna"
21500;"PLN";21500;112;82;"Renault";"Megane";"II";"4/5";1598;125000;"benzyna";2007;"zielony-metallic";"Polska";"Polska";"manualna"
65950;"PLN";65950;125;92;"Ford";"Focus";"Mk2";"4/5";1598;NA;"benzyna";2011;"srebrny-metallic";"";"";"manualna"
7800;"PLN";7800;113;83;"Renault";"Espace";"III";"4/5";2188;347000;"olej napedowy (diesel)";1998;"";"";"";"manualna"
10900;"PLN";10900;101;74;"Opel";"Astra";"II";"4/5";1995;183000;"olej napedowy (diesel)";2000;"srebrny-metallic";"Polska";"Niemcy";"manualna"
16700;"PLN";16700;120;88;"Renault";"Scenic";"II";"4/5";1900;151000;"olej napedowy (diesel)";2003;"srebrny-metallic";"";"Wlochy";"manualna"
2900;"PLN";2900;NA;NA;"Renault";"Megane";"II";"4/5";1900;NA;"olej napedowy (diesel)";2004;"bialy";"";"";"manualna"
158900;"CZK";27187,79;106;78;"Renault";"Megane";"";"4/5";1461;110011;"olej napedowy (diesel)";2008;"niebieski-metallic";"";"Francja";"manualna"
14999;"PLN";14999;NA;NA;"Ford";"Focus";"Mk1";"4/5";1800;144000;"olej napedowy (diesel)";2004;"granatowy-metallic";"";"Niemcy";"manualna"
290833;"CZK";49761,5263;175;129;"Ford";"Mondeo";"";"4/5";2179;119166;"olej napedowy (diesel)";2008;"";"";"Czechy";"manualna"
14400;"PLN";14400;108;79;"Renault";"Laguna";"II";"4/5";1598;131950;"benzyna";2001;"zielony-metallic";"";"Niemcy";"manualna"
18500;"PLN";18500;120;88;"Renault";"Laguna";"II";"4/5";1870;106522;"olej napedowy (diesel)";2004;"";"";"";"manualna"
15500;"PLN";15500;NA;NA;"Renault";"Megane";"II";"4/5";1500;140000;"olej napedowy (diesel)";2004;"niebieski-metallic";"";"";"manualna"
8000;"PLN";8000;98;72;"Renault";"Laguna";"I";"4/5";1870;205000;"olej napedowy (diesel)";2000;"szary-metallic";"Polska";"Niemcy";"manualna"
3400;"PLN";3400;NA;NA;"Renault";"Express";"";"2/3";1200;160000;"benzyna+LPG";1997;"bialy";"Polska";"Polska";"manualna"
12900;"PLN";12900;101;74;"Opel";"Zafira";"A";"4/5";1989;NA;"olej napedowy (diesel)";1999;"czarny-metallic";"";"Niemcy";"manualna"
11500;"PLN";11500;75;55;"Opel";"Astra";"II";"4/5";1700;186000;"olej napedowy (diesel)";2001;"srebrny-metallic";"";"";"manualna"
7900;"PLN";7900;100;74;"Opel";"Vectra";"B";"4/5";2000;281000;"olej napedowy (diesel)";1998;"srebrny-metallic";"";"Niemcy";"manualna"
24500;"PLN";24500;90;66;"Ford";"Focus";"Mk2";"2/3";1560;127000;"olej napedowy (diesel)";2005;"bialy";"Polska";"Francja";"manualna"
12500;"PLN";12500;100;74;"Ford";"Focus";"Mk1";"4/5";1753;139600;"olej napedowy (diesel)";2003;"";"Polska";"";"manualna"
13500;"PLN";13500;107;79;"Renault";"Laguna";"II";"4/5";1600;107370;"benzyna";2001;"srebrny";"Polska";"Polska";"manualna"
21399;"PLN";21399;120;88;"Renault";"Grand Scenic";"";"4/5";1900;183924;"olej napedowy (diesel)";2004;"srebrny-metallic";"Polska";"";"manualna"
55890;"PLN";55890;110;81;"Renault";"Megane";"III";"4/5";1598;NA;"benzyna";2011;"czarny-metallic";"";"";"manualna"
44600;"PLN";44600;140;103;"Ford";"Mondeo";"Mk4";"4/5";2000;89000;"olej napedowy (diesel)";2008;"grafitowy-metallic";"";"";"automatyczna"
31700;"PLN";31700;120;88;"Opel";"Vectra";"C";"4/5";1910;154200;"olej napedowy (diesel)";2007;"srebrny-metallic";"";"Niemcy";"manualna"
6900;"PLN";6900;NA;NA;"Ford";"Galaxy";"Mk1";"4/5";2000;230000;"benzyna";1996;"grafitowy-metallic";"";"";"manualna"
6200;"PLN";6200;75;55;"Opel";"Vectra";"B";"4/5";1598;186000;"benzyna";1997;"bezowy-metallic";"";"Niemcy";"manualna"
7900;"PLN";7900;75;55;"Opel";"Astra";"II";"2/3";1686;NA;"olej napedowy (diesel)";2000;"srebrny";"";"Niemcy";"manualna"
18000;"PLN";18000;NA;NA;"Opel";"Antara";"";"4/5";2000;89000;"olej napedowy (diesel)";2009;"czarny-metallic";"Wielka Brytania";"";"automatyczna"
13260;"PLN";13260;110;81;"Renault";"Laguna";"II";"4/5";1870;190000;"olej napedowy (diesel)";2001;"czerwony-metallic";"Polska";"Holandia";"manualna"
21900;"PLN";21900;122;90;"Opel";"Vectra";"C";"4/5";1796;144000;"benzyna";2003;"szary-metallic";"Polska";"Polska";"manualna"
34500;"PLN";34500;136;100;"Ford";"C-MAX";"";"4/5";2000;118000;"olej napedowy (diesel)";2008;"czarny-metallic";"Polska";"Polska";"manualna"
7500;"PLN";7500;107;79;"Renault";"Megane";"I";"4/5";1600;158000;"benzyna";1999;"granatowy-metallic";"";"Niemcy";"manualna"
1750;"PLN";1750;NA;NA;"Ford";"Escort";"Mk6";"4/5";1400;87566;"benzyna";1995;"fioletowy-metallic";"Polska";"Niemcy";"manualna"
28900;"PLN";28900;120;88;"Opel";"Astra";"III";"4/5";1910;92000;"olej napedowy (diesel)";2006;"grafitowy-metallic";"Polska";"Niemcy";"manualna"
21500;"PLN";21500;90;66;"Ford";"Focus";"Mk2";"4/5";1600;141000;"olej napedowy (diesel)";2008;"szary-metallic";"Polska";"Polska";"manualna"
12900;"PLN";12900;120;88;"Renault";"Laguna";"II";"4/5";1870;136000;"olej napedowy (diesel)";2002;"zielony-metallic";"";"Belgia";"manualna"
17999;"PLN";17999;101;74;"Opel";"Astra";"III";"4/5";1700;165000;"olej napedowy (diesel)";2004;"granatowy-metallic";"";"";"manualna"
90900;"PLN";90900;115;85;"Ford";"Mondeo";"Mk4";"4/5";1997;25000;"olej napedowy (diesel)";2011;"czarny-metallic";"Polska";"Polska";"manualna"
16900;"PLN";16900;120;88;"Renault";"Megane";"II";"4/5";1900;123000;"olej napedowy (diesel)";2004;"grafitowy-metallic";"";"";"manualna"
27300;"PLN";27300;120;88;"Opel";"Zafira";"B";"4/5";NA;134600;"olej napedowy (diesel)";2006;"czarny-metallic";"";"";"manualna"
17700;"PLN";17700;137;101;"Opel";"Vectra";"C";"4/5";2000;170000;"olej napedowy (diesel)";2004;"srebrny-metallic";"Niemcy";"Niemcy";"manualna"
17950;"PLN";17950;101;74;"Renault";"Scenic";"II";"4/5";1461;130000;"olej napedowy (diesel)";2005;"grafitowy-metallic";"";"";"manualna"
22900;"PLN";22900;90;66;"Opel";"Astra";"III";"4/5";1364;140000;"benzyna";2004;"szary-metallic";"";"Niemcy";"manualna"
15000;"PLN";15000;NA;NA;"Ford";"Focus";"Mk2";"4/5";1800;NA;"olej napedowy (diesel)";2007;"srebrny-metallic";"";"";"manualna"
8900;"PLN";8900;65;48;"Opel";"Corsa";"C";"2/3";1686;180000;"olej napedowy (diesel)";2001;"srebrny-metallic";"Francja";"Francja";"manualna"
131573;"CZK";22512,1403;90;66;"Opel";"Corsa";"";"4/5";1248;1;"olej napedowy (diesel)";2008;"bialy";"";"Czechy";"manualna"
2950;"PLN";2950;NA;NA;"Opel";"Astra";"I";"4/5";1600;NA;"benzyna+LPG";1994;"zielony-metallic";"Polska";"";"manualna"
28900;"PLN";28900;100;74;"Opel";"Astra";"III";"4/5";1910;151000;"olej napedowy (diesel)";2007;"czarny-metallic";"";"Niemcy";"manualna"
61900;"PLN";61900;125;92;"Ford";"S-Max";"";"4/5";1753;58900;"olej napedowy (diesel)";2009;"srebrny-metallic";"Polska";"";"manualna"
48700;"PLN";48700;145;107;"Ford";"Mondeo";"Mk4";"4/5";2000;50000;"benzyna";2009;"srebrny-metallic";"Polska";"Polska";"manualna"
19800;"PLN";19800;NA;NA;"Ford";"Mondeo";"Mk3";"4/5";2000;159000;"olej napedowy (diesel)";2003;"srebrny-metallic";"";"Niemcy";"manualna"
3600;"EUR";15900,48;145;107;"Ford";"Galaxy";"Mk2";"4/5";2295;NA;"benzyna";2000;"srebrny-metallic";"";"Niemcy";"manualna"
12999;"PLN";12999;115;85;"Renault";"Scenic";"I";"4/5";1800;121;"benzyna";2002;"srebrny-metallic";"";"Niemcy";"manualna"
10900;"PLN";10900;115;85;"Ford";"Focus";"Mk1";"2/3";1753;NA;"olej napedowy (diesel)";2002;"";"";"";"manualna"
19000;"PLN";19000;70;51;"Ford";"Fiesta";"Mk6";"4/5";1299;76500;"benzyna";2007;"czerwony";"Polska";"Polska";"manualna"
13900;"PLN";13900;75;55;"Opel";"Astra";"II";"4/5";1686;220000;"olej napedowy (diesel)";2003;"bialy";"Polska";"Polska";"manualna"
5900;"PLN";5900;110;81;"Renault";"Megane";"I";"2/3";1598;2e+05;"benzyna";1999;"czarny-metallic";"Polska";"Polska";"manualna"
21900;"PLN";21900;101;74;"Renault";"Scenic";"II";"4/5";1500;163000;"olej napedowy (diesel)";2004;"";"";"Belgia";"manualna"
11999;"PLN";11999;90;66;"Ford";"Focus";"Mk1";"4/5";1753;196000;"olej napedowy (diesel)";2000;"srebrny-metallic";"";"Holandia";"manualna"
3900;"PLN";3900;90;66;"Ford";"Mondeo";"Mk2";"4/5";1597;180000;"benzyna+LPG";1997;"czarny-metallic";"Polska";"";"manualna"
19900;"PLN";19900;NA;NA;"Ford";"Fiesta";"Mk6";"4/5";1600;153000;"olej napedowy (diesel)";2005;"srebrny-metallic";"";"Niemcy";"manualna"
20800;"PLN";20800;115;85;"Ford";"Focus";"Mk2";"4/5";1753;179000;"olej napedowy (diesel)";2005;"granatowy";"Polska";"Polska";"manualna"
5600;"PLN";5600;NA;NA;"Renault";"Megane";"I";"4/5";1400;2e+05;"benzyna+LPG";1998;"";"Polska";"Polska";"manualna"
85000;"CZK";14543,5;80;59;"Ford";"Fiesta";"";"2/3";1388;70000;"benzyna";2005;"niebieski-metallic";"";"Wlochy";"manualna"
20800;"PLN";20800;90;66;"Ford";"Focus";"Mk2";"4/5";1600;141000;"olej napedowy (diesel)";2005;"grafitowy-metallic";"Polska";"Polska";"manualna"
49000;"CZK";8383,9;101;74;"Opel";"Astra";"";"4/5";1995;235000;"olej napedowy (diesel)";2001;"";"";"Czechy";"manualna"
5900;"PLN";5900;NA;NA;"Renault";"Scenic";"I";"4/5";1600;NA;"benzyna";1997;"";"";"Niemcy";"manualna"
21500;"PLN";21500;156;115;"Opel";"Movano";"";"2/3";3000;3e+05;"olej napedowy (diesel)";2004;"zloty";"";"Polska";"manualna"
41500;"PLN";41500;90;66;"Ford";"Focus";"Mk2";"4/5";1560;37000;"olej napedowy (diesel)";2010;"srebrny-metallic";"Polska";"";"manualna"
19900;"PLN";19900;130;96;"Renault";"Grand Scenic";"";"4/5";1870;179000;"olej napedowy (diesel)";2004;"";"";"Belgia";"manualna"
165833;"CZK";28374,0263;109;80;"Ford";"Focus C-Max";"";"4/5";1560;155000;"olej napedowy (diesel)";2008;"niebieski";"";"Niemcy";"manualna"
20500;"PLN";20500;135;99;"Renault";"Laguna";"II FL";"4/5";1998;122000;"benzyna";2005;"srebrny-metallic";"";"Niemcy";"manualna"
8499;"PLN";8499;100;74;"Ford";"Focus";"Mk1";"2/3";1596;121000;"benzyna";2001;"";"";"";"manualna"
9900;"PLN";9900;180;132;"Opel";"Omega";"B FL";"4/5";2597;170000;"benzyna";2002;"granatowy-metallic";"";"";"manualna"
169000;"CZK";28915,9;116;85;"Renault";"Grand Scenic";"";"4/5";1870;139000;"olej napedowy (diesel)";2008;"czerwony";"";"Belgia";"manualna"
20900;"PLN";20900;NA;NA;"Ford";"Transit";"";"4/5";2000;144000;"olej napedowy (diesel)";2003;"bialy-metallic";"";"Niemcy";"manualna"
9900;"PLN";9900;100;74;"Opel";"Astra";"II";"4/5";1995;212000;"olej napedowy (diesel)";1999;"czarny";"";"Holandia";"manualna"
12900;"PLN";12900;101;74;"Ford";"Focus";"Mk1";"4/5";1596;68000;"benzyna";2002;"srebrny-metallic";"";"Niemcy";"automatyczna"
7500;"PLN";7500;NA;NA;"Opel";"Astra";"I";"4/5";1700;189000;"olej napedowy (diesel)";1998;"zielony-metallic";"";"";"manualna"
9900;"PLN";9900;90;66;"Ford";"Focus";"Mk1";"4/5";1753;NA;"olej napedowy (diesel)";1999;"";"";"";"manualna"
23900;"PLN";23900;150;110;"Opel";"Vectra";"C";"4/5";1910;131000;"olej napedowy (diesel)";2005;"grafitowy-metallic";"Polska";"";"automatyczna"
2000;"PLN";2000;116;85;"Ford";"Mondeo";"Mk1";"4/5";1796;233719;"benzyna";1993;"";"Polska";"Niemcy";"manualna"
8000;"PLN";8000;NA;NA;"Renault";"Scenic";"I";"4/5";1600;180000;"benzyna";1999;"";"";"";"manualna"
21900;"PLN";21900;120;88;"Renault";"Grand Scenic";"";"4/5";1900;155000;"olej napedowy (diesel)";2005;"srebrny-metallic";"";"";"manualna"
1800;"PLN";1800;105;77;"Ford";"Escort";"Mk7";"4/5";1796;150000;"benzyna";1995;"wilniowy-metallic";"";"";"manualna"
24500;"PLN";24500;120;88;"Opel";"Vectra";"C";"4/5";1910;155000;"olej napedowy (diesel)";2006;"granatowy-metallic";"";"Holandia";"manualna"
24300;"PLN";24300;115;85;"Opel";"Astra";"III";"4/5";1600;95000;"benzyna";2008;"bialy";"Polska";"Polska";"manualna"
39900;"PLN";39900;115;85;"Ford";"Focus";"Mk2";"4/5";1753;70000;"olej napedowy (diesel)";2008;"czarny-metallic";"Polska";"Polska";"manualna"
38700;"PLN";38700;150;110;"Renault";"Laguna";"III";"4/5";1995;112128;"olej napedowy (diesel)";2008;"srebrny-metallic";"Polska";"Niemcy";"automatyczna"
10700;"PLN";10700;101;74;"Opel";"Astra";"II";"4/5";1989;197500;"olej napedowy (diesel)";2000;"zielony-metallic";"Polska";"Niemcy";"manualna"
24300;"PLN";24300;90;66;"Opel";"Astra";"III";"4/5";1400;182000;"benzyna";2008;"granatowy";"Polska";"Polska";"manualna"
9700;"PLN";9700;90;66;"Renault";"Clio";"II";"2/3";1500;126000;"olej napedowy (diesel)";2001;"srebrny-metallic";"";"Niemcy";"manualna"
1400;"PLN";1400;58;43;"Renault";"Clio";"I";"2/3";1171;187000;"benzyna";1992;"zielony-metallic";"Polska";"Niemcy";"manualna"
16500;"PLN";16500;139;102;"Renault";"Scenic";"I";"4/5";NA;223000;"benzyna+LPG";2000;"srebrny-metallic";"Polska";"";"manualna"
21900;"PLN";21900;177;130;"Opel";"Signum";"";"4/5";2958;NA;"olej napedowy (diesel)";2003;"niebieski-metallic";"";"";"manualna"
17900;"PLN";17900;115;85;"Opel";"Frontera";"B";"4/5";2171;NA;"olej napedowy (diesel)";2000;"granatowy-metallic";"Polska";"";"automatyczna"
12400;"PLN";12400;NA;NA;"Ford";"Mondeo";"Mk3";"4/5";2000;NA;"olej napedowy (diesel)";2002;"srebrny-metallic";"";"Niemcy";"manualna"
6700;"PLN";6700;115;85;"Opel";"Frontera";"A";"2/3";1998;178000;"benzyna+LPG";1994;"niebieski";"Polska";"Niemcy";"manualna"
3850;"PLN";3850;136;100;"Opel";"Omega";"B";"4/5";2000;NA;"benzyna+LPG";1995;"";"Polska";"Niemcy";""
4400;"PLN";4400;90;66;"Opel";"Astra";"I";"4/5";1389;108000;"benzyna";1996;"zielony-metallic";"Polska";"Polska";"manualna"
13900;"PLN";13900;100;74;"Opel";"Astra";"II";"4/5";2000;198000;"olej napedowy (diesel)";2002;"srebrny-metallic";"Polska";"Niemcy";"automatyczna"
34900;"PLN";34900;90;66;"Opel";"Astra";"III";"4/5";1248;62000;"olej napedowy (diesel)";2008;"granatowy";"Polska";"";"manualna"
24700;"PLN";24700;110;81;"Ford";"Focus C-Max";"";"4/5";NA;205000;"olej napedowy (diesel)";2005;"czarny-metallic";"Polska";"Niemcy";"manualna"
7900;"PLN";7900;75;55;"Renault";"Kangoo";"I";"4/5";1390;136000;"benzyna";1998;"niebieski-metallic";"Polska";"Niemcy";"manualna"
6999;"PLN";6999;115;85;"Ford";"Galaxy";"Mk2";"4/5";1896;113000;"olej napedowy (diesel)";2003;"bialy";"";"Wielka Brytania";"manualna"
120000;"CZK";20532;101;74;"Ford";"C-MAX";"";"4/5";1596;175000;"benzyna";2004;"niebieski";"Czechy";"Czechy";"manualna"
23300;"PLN";23300;109;80;"Ford";"Focus C-Max";"";"4/5";1600;148000;"olej napedowy (diesel)";2003;"niebieski-metallic";"Polska";"";"manualna"
44900;"PLN";44900;125;92;"Ford";"Mondeo";"Mk4";"4/5";1800;126000;"olej napedowy (diesel)";2008;"czarny-metallic";"Polska";"";"manualna"
13500;"PLN";13500;NA;NA;"Ford";"Mondeo";"Mk3";"4/5";2000;175000;"olej napedowy (diesel)";2001;"srebrny-metallic";"Polska";"";"manualna"
26500;"PLN";26500;85;63;"Renault";"Kangoo";"II";"4/5";1500;24000;"olej napedowy (diesel)";2008;"niebieski";"";"";"manualna"
6900;"PLN";6900;90;66;"Renault";"Scenic";"I";"4/5";1900;215000;"olej napedowy (diesel)";1996;"bialy";"Polska";"";"manualna"
7200;"PLN";7200;98;72;"Renault";"Scenic";"I";"4/5";1870;249600;"olej napedowy (diesel)";1998;"bordowy-metallic";"Polska";"Polska";"manualna"
64900;"CZK";11104,39;90;66;"Ford";"Focus";"";"4/5";1753;166911;"olej napedowy (diesel)";1999;"czarny";"";"Ukraina";"manualna"
28500;"PLN";28500;120;88;"Opel";"Zafira";"B";"4/5";1900;160000;"olej napedowy (diesel)";2005;"srebrny-metallic";"Polska";"";"manualna"
13999;"PLN";13999;125;92;"Opel";"Vectra";"B";"4/5";2171;158700;"olej napedowy (diesel)";2002;"srebrny-metallic";"Polska";"Niemcy";"manualna"
109900;"CZK";18803,89;113;83;"Renault";"Scenic";"";"4/5";1598;104000;"benzyna";2004;"szary-metallic";"";"";"manualna"
17800;"PLN";17800;110;81;"Renault";"Laguna";"II FL";"4/5";1900;171000;"olej napedowy (diesel)";2005;"niebieski-metallic";"";"";"manualna"
19500;"PLN";19500;245;180;"Renault";"Vel Satis";"";"";3495;196000;"benzyna";2002;"srebrny-metallic";"Polska";"Polska";"automatyczna"
11800;"PLN";11800;102;75;"Renault";"Scenic";"I";"4/5";1900;198000;"olej napedowy (diesel)";2001;"zielony-metallic";"Polska";"";"manualna"
21900;"PLN";21900;115;85;"Ford";"Mondeo";"Mk3";"4/5";1998;142000;"olej napedowy (diesel)";2005;"czarny-metallic";"Polska";"Niemcy";"manualna"
17700;"PLN";17700;115;85;"Ford";"Mondeo";"Mk3";"4/5";1998;160000;"olej napedowy (diesel)";2003;"czerwony";"Polska";"";"manualna"
15900;"PLN";15900;90;66;"Ford";"Transit";"";"2/3";NA;247000;"olej napedowy (diesel)";2002;"bialy";"Polska";"Polska";"manualna"
13400;"PLN";13400;NA;NA;"Opel";"Zafira";"A";"4/5";1995;230000;"olej napedowy (diesel)";2001;"srebrny-metallic";"";"Francja";"manualna"
28300;"PLN";28300;115;85;"Opel";"Astra";"III";"4/5";1600;122000;"benzyna";2007;"srebrny-metallic";"";"Polska";"manualna"
132167;"CZK";22613,7737;101;74;"Ford";"Focus";"";"4/5";1596;103105;"benzyna";2007;"czerwony";"";"Czechy";"manualna"
26900;"PLN";26900;100;74;"Opel";"Astra";"III";"4/5";1700;108000;"olej napedowy (diesel)";2008;"bialy-metallic";"Polska";"Polska";"manualna"
23500;"PLN";23500;NA;NA;"Opel";"Astra";"III";"4/5";1700;NA;"olej napedowy (diesel)";2007;"szary-metallic";"";"";"manualna"
182000;"CZK";31140,2;131;96;"Ford";"Galaxy";"";"4/5";1896;135000;"olej napedowy (diesel)";2003;"niebieski-metallic";"";"Niemcy";"manualna"
12000;"PLN";12000;NA;NA;"Renault";"Scenic";"I";"";1600;NA;"benzyna";2000;"bordowy-metallic";"Polska";"Francja";"manualna"
24900;"PLN";24900;184;135;"Opel";"Vectra";"C";"4/5";3000;170000;"olej napedowy (diesel)";2005;"czarny-metallic";"";"Niemcy";"manualna"
36000;"PLN";36000;110;81;"Renault";"Laguna";"III";"4/5";1497;NA;"olej napedowy (diesel)";2009;"srebrny-metallic";"Polska";"Francja";"manualna"
23700;"PLN";23700;NA;NA;"Opel";"Monterey";"";"4/5";3000;243500;"olej napedowy (diesel)";1998;"srebrny-metallic";"";"Austria";"manualna"
30499;"PLN";30499;100;74;"Opel";"Astra";"III";"4/5";1686;119200;"olej napedowy (diesel)";2008;"szary-metallic";"";"";"manualna"
30900;"PLN";30900;90;66;"Ford";"Focus";"Mk2";"";1600;128270;"olej napedowy (diesel)";2005;"bialy";"";"Polska";"manualna"
544900;"CZK";93232,39;140;103;"Ford";"Galaxy";"";"4/5";1998;17000;"olej napedowy (diesel)";2010;"srebrny-metallic";"";"";"manualna"
24500;"PLN";24500;150;110;"Opel";"Astra";"III";"4/5";1910;155000;"olej napedowy (diesel)";2005;"niebieski-metallic";"";"Niemcy";"manualna"
13999;"PLN";13999;110;81;"Ford";"Galaxy";"Mk1";"4/5";1900;180000;"olej napedowy (diesel)";1999;"czarny-metallic";"Niemcy";"";"manualna"
215667;"CZK";36900,6237;140;103;"Ford";"Mondeo";"";"4/5";1997;136078;"olej napedowy (diesel)";2008;"bialy";"";"";"manualna"
37900;"PLN";37900;150;110;"Opel";"Zafira";"B";"4/5";1900;131800;"olej napedowy (diesel)";2008;"srebrny-metallic";"Polska";"Niemcy";"automatyczna"
18500;"PLN";18500;116;85;"Ford";"Focus";"Mk2";"4/5";1753;149583;"olej napedowy (diesel)";2006;"";"";"";"manualna"
33900;"PLN";33900;100;74;"Ford";"Focus";"Mk2";"4/5";1596;98000;"benzyna";2009;"bordowy-metallic";"";"Polska";"manualna"
7200;"PLN";7200;100;74;"Opel";"Vectra";"B";"4/5";1994;NA;"olej napedowy (diesel)";1999;"zielony-metallic";"Polska";"";"manualna"
23500;"PLN";23500;NA;NA;"Opel";"Astra";"III";"4/5";1700;NA;"olej napedowy (diesel)";2007;"szary-metallic";"";"";"manualna"
9800;"PLN";9800;75;55;"Opel";"Corsa";"C";"2/3";1700;152000;"olej napedowy (diesel)";2001;"czarny";"Polska";"";"manualna"
144000;"CZK";24638,4;109;80;"Ford";"Focus C-Max";"";"4/5";1560;139246;"olej napedowy (diesel)";2004;"niebieski-metallic";"";"Niemcy";"manualna"
7400;"PLN";7400;58;43;"Opel";"Corsa";"C";"2/3";973;213000;"benzyna";2001;"zielony";"";"Belgia";"manualna"
3500;"PLN";3500;NA;NA;"Ford";"Escort";"Mk7";"4/5";1800;NA;"benzyna";1996;"szary";"Polska";"Polska";"manualna"
15900;"PLN";15900;NA;NA;"Renault";"Thalia";"";"4/5";1400;89000;"benzyna";2005;"";"";"";"manualna"
28900;"PLN";28900;112;82;"Renault";"Scenic";"II";"4/5";1598;168000;"benzyna+LPG";2008;"czarny-metallic";"";"";"manualna"
3800;"PLN";3800;58;43;"Renault";"Twingo";"";"2/3";1149;156760;"benzyna";1998;"niebieski";"Niemcy";"Niemcy";"manualna"
27500;"PLN";27500;NA;NA;"Ford";"KA";"";"";1200;22000;"";2011;"";"";"";""
32600;"PLN";32600;120;88;"Opel";"Zafira";"B";"4/5";1900;138000;"olej napedowy (diesel)";2005;"grafitowy-metallic";"";"";"manualna"
10999;"PLN";10999;110;81;"Ford";"Galaxy";"Mk1";"4/5";1900;237000;"olej napedowy (diesel)";1998;"srebrny-metallic";"Polska";"Niemcy";"manualna"
28600;"PLN";28600;NA;NA;"Ford";"Fiesta";"";"4/5";1400;95000;"olej napedowy (diesel)";2009;"granatowy";"";"Polska";"manualna"
44900;"PLN";44900;140;103;"Ford";"Mondeo";"Mk4";"4/5";2000;NA;"olej napedowy (diesel)";2009;"grafitowy-metallic";"";"Holandia";"manualna"
27000;"PLN";27000;120;88;"Opel";"Zafira";"B";"4/5";1900;81000;"olej napedowy (diesel)";2007;"czerwony";"";"";"manualna"
49900;"PLN";49900;75;55;"Renault";"Clio";"III";"4/5";1461;NA;"olej napedowy (diesel)";2011;"szary-metallic";"";"";"manualna"
17600;"PLN";17600;90;66;"Opel";"Astra";"II";"4/5";1400;144000;"benzyna";2006;"szary-metallic";"Polska";"Polska";"manualna"
19900;"PLN";19900;120;88;"Renault";"Megane";"II";"4/5";1900;68000;"olej napedowy (diesel)";2006;"srebrny-metallic";"";"";"manualna"
22900;"PLN";22900;100;74;"Opel";"Vivaro";"";"2/3";1900;205000;"olej napedowy (diesel)";2004;"zolty";"Niemcy";"";"manualna"
34400;"PLN";34400;80;59;"Opel";"Corsa";"D";"4/5";1229;19000;"benzyna";2009;"";"Polska";"";"manualna"
3900;"PLN";3900;75;55;"Renault";"Megane";"I";"4/5";1598;169000;"benzyna";1997;"bordowy-metallic";"Niemcy";"Niemcy";"manualna"
10700;"PLN";10700;115;85;"Ford";"Focus";"Mk1";"4/5";1796;150000;"benzyna";2000;"srebrny-metallic";"Polska";"Niemcy";"manualna"
6300;"PLN";6300;NA;NA;"Ford";"Focus";"Mk1";"4/5";1800;NA;"olej napedowy (diesel)";2002;"grafitowy-metallic";"Polska";"Polska";"manualna"
37600;"PLN";37600;101;74;"Renault";"Trafic";"";"4/5";1870;142222;"olej napedowy (diesel)";2005;"srebrny-metallic";"";"Niemcy";"manualna"
14900;"PLN";14900;101;74;"Ford";"Focus";"Mk1";"4/5";1753;153000;"olej napedowy (diesel)";2004;"szary-metallic";"";"Niemcy";"manualna"
5600;"PLN";5600;125;92;"Ford";"Puma";"";"2/3";1700;122000;"benzyna";1998;"srebrny-metallic";"Niemcy";"Niemcy";"manualna"
