"Name","Codename","Cores","Socket","Process","Clock","Multi","Voltage","Cache.L1.L2.L3","TDP","Released","Manufacturer","Classification"
"Pentium M 725","Dothan","1-Core","Intel Socket 479","90 nm","1600 MHz","16.0x","1.34 V","32K / 2048K / 0K","21W","Jun 2004","INTEL","Mobile"
"Pentium M 715","Dothan","1-Core","Intel Socket 479","90 nm","1500 MHz","15.0x","1.34 V","32K / 2048K / 0K","21W","Jun 2004","INTEL","Mobile"
"Mobile Pentium 4 HT 538","Prescott","1-Core","Intel Socket 478","90 nm","3200 MHz","24.0x","1.4 V","8K / 1024K / 0K","88W","Jun 2004","INTEL","Mobile"
"Mobile Pentium 4 HT 532","Prescott","1-Core","Intel Socket 478","90 nm","3067 MHz","23.0x","1.4 V","8K / 1024K / 0K","88W","Jun 2004","INTEL","Mobile"
"Mobile Pentium 4 HT 518","Prescott","1-Core","Intel Socket 478","90 nm","2800 MHz","21.0x","1.4 V","8K / 1024K / 0K","88W","Jun 2004","INTEL","Mobile"
"Pentium M 755","Dothan","1-Core","Intel Socket 479","90 nm","2000 MHz","20.0x","1.34 V","32K / 2048K / 0K","21W","May 2004","INTEL","Mobile"
"Pentium M 745","Dothan","1-Core","Intel Socket 479","90 nm","1800 MHz","18.0x","1.34 V","32K / 2048K / 0K","21W","May 2004","INTEL","Mobile"
"Pentium M 735","Dothan","1-Core","Intel Socket 479","90 nm","1700 MHz","17.0x","1.34 V","32K / 2048K / 0K","21W","May 2004","INTEL","Mobile"
"Mobile Pentium 4 HT 2.66","Northwood","1-Core","Intel Socket 478","130 nm","2667 MHz","20.0x","1.55 V","8K / 512K / 0K","66W","Sep 2003","INTEL","Mobile"
"Mobile Pentium 4 HT 2.80","Northwood","1-Core","Intel Socket 478","130 nm","2800 MHz","21.0x","1.55 V","8K / 512K / 0K","68W","Sep 2003","INTEL","Mobile"
"Mobile Pentium 4 HT 3.06","Northwood","1-Core","Intel Socket 478","130 nm","3067 MHz","23.0x","1.55 V","8K / 512K / 0K","70W","Sep 2003","INTEL","Mobile"
"Mobile Pentium 4 HT 3.20","Northwood","1-Core","Intel Socket 478","130 nm","3200 MHz","24.0x","1.55 V","8K / 512K / 0K","76W","Sep 2003","INTEL","Mobile"
"Pentium 4-M 2.60","Northwood","1-Core","Intel Socket 478","130 nm","2600 MHz","26.0x","1.3 V","8K / 512K / 0K","35W","Jun 2003","INTEL","Mobile"
"Mobile Pentium 4 2.66","Northwood","1-Core","Intel Socket 478","130 nm","2667 MHz","20.0x","1.55 V","8K / 512K / 0K","66W","Jun 2003","INTEL","Mobile"
"Mobile Pentium 4 2.80","Northwood","1-Core","Intel Socket 478","130 nm","2800 MHz","21.0x","1.55 V","8K / 512K / 0K","68W","Jun 2003","INTEL","Mobile"
"Mobile Pentium 4 3.06","Northwood","1-Core","Intel Socket 478","130 nm","3067 MHz","23.0x","1.55 V","8K / 512K / 0K","70W","Jun 2003","INTEL","Mobile"
"Mobile Pentium 4 2.40","Northwood","1-Core","Intel Socket 478","130 nm","2400 MHz","18.0x","1.55 V","8K / 512K / 0K","60W","Jun 2003","INTEL","Mobile"
"Pentium M 1.70","Banias","1-Core","Intel Socket 478","130 nm","1700 MHz","17.0x","1.485 V","16K / 1024K / 0K","24W","Jun 2003","INTEL","Mobile"
"Pentium 4-M 2.50","Northwood","1-Core","Intel Socket 478","130 nm","2500 MHz","25.0x","1.3 V","8K / 512K / 0K","35W","Apr 2003","INTEL","Mobile"
"Pentium M 1.60","Banias","1-Core","Intel Socket 478","130 nm","1600 MHz","16.0x","1.485 V","16K / 1024K / 0K","24W","Mar 2003","INTEL","Mobile"
"Pentium M 1.50","Banias","1-Core","Intel Socket 478","130 nm","1500 MHz","15.0x","1.485 V","16K / 1024K / 0K","24W","Mar 2003","INTEL","Mobile"
"Pentium M 1.40","Banias","1-Core","Intel Socket 478","130 nm","1400 MHz","14.0x","1.485 V","16K / 1024K / 0K","24W","Mar 2003","INTEL","Mobile"
"Pentium M 1.30","Banias","1-Core","Intel Socket 478","130 nm","1300 MHz","13.0x","1.485 V","16K / 1024K / 0K","24W","Mar 2003","INTEL","Mobile"
"Pentium 4-M 2.40","Northwood","1-Core","Intel Socket 478","130 nm","2400 MHz","24.0x","1.3 V","8K / 512K / 0K","35W","Jan 2003","INTEL","Mobile"
"Pentium 4-M 2.20","Northwood","1-Core","Intel Socket 478","130 nm","2200 MHz","22.0x","1.3 V","8K / 512K / 0K","35W","Sep 2002","INTEL","Mobile"
"Pentium 4-M 1.90","Northwood","1-Core","Intel Socket 478","130 nm","1900 MHz","19.0x","1.3 V","8K / 512K / 0K","32W","Jun 2002","INTEL","Mobile"
"Pentium 4-M 2.00","Northwood","1-Core","Intel Socket 478","130 nm","2000 MHz","20.0x","1.3 V","8K / 512K / 0K","32W","Jun 2002","INTEL","Mobile"
"Pentium 4-M 1.40","Northwood","1-Core","Intel Socket 478","130 nm","1400 MHz","14.0x","1.3 V","8K / 512K / 0K","21W","Apr 2002","INTEL","Mobile"
"Pentium 4-M 1.50","Northwood","1-Core","Intel Socket 478","130 nm","1500 MHz","15.0x","1.3 V","8K / 512K / 0K","26W","Apr 2002","INTEL","Mobile"
"Pentium 4-M 1.80","Northwood","1-Core","Intel Socket 478","130 nm","1800 MHz","18.0x","1.3 V","8K / 512K / 0K","30W","Apr 2002","INTEL","Mobile"
"Pentium 4-M 1.70","Northwood","1-Core","Intel Socket 478","130 nm","1700 MHz","17.0x","1.3 V","8K / 512K / 0K","30W","Mar 2002","INTEL","Mobile"
"Pentium 4-M 1.60","Northwood","1-Core","Intel Socket 478","130 nm","1600 MHz","16.0x","1.3 V","8K / 512K / 0K","30W","Mar 2002","INTEL","Mobile"
"A4-5050","Kabini","4-Core","AMD Socket FT3","32 nm","1500 MHz","15.0x","1.475 V","128K / 512K / 0K","15W","Feb 2014","AMD","Mobile"
"E1-2150","Kabini","2-Core","AMD Socket FT3","32 nm","1050 MHz","10.5x","1.475 V","128K / 512K / 0K","9W","Feb 2014","AMD","Mobile"
"A4-1350","Kabini","4-Core","AMD Socket FT3","32 nm","1000 MHz","10.0x","1.475 V","128K / 512K / 0K","8W","Oct 2013","AMD","Mobile"
"A10-5750M","Richland","4-Core","AMD Socket FS1r2","32 nm","2500 MHz","25.0x","1.475 V","128K / 1024K / 0K","35W","Jun 2013","AMD","Mobile"
"A8-5550M","Richland","4-Core","AMD Socket FS1r2","32 nm","2100 MHz","21.0x","1.475 V","128K / 1024K / 0K","35W","Jun 2013","AMD","Mobile"
"A6-5350M","Richland","2-Core","AMD Socket FS1r2","32 nm","2900 MHz","29.0x","1.475 V","128K / 512K / 0K","35W","Jun 2013","AMD","Mobile"
"A4-5150M","Richland","2-Core","AMD Socket FS1r2","32 nm","2700 MHz","27.0x","1.475 V","128K / 512K / 0K","35W","Jun 2013","AMD","Mobile"
"A10-5757M","Richland","4-Core","AMD Socket FP2","32 nm","2500 MHz","25.0x","1.475 V","128K / 1024K / 0K","35W","Jun 2013","AMD","Mobile"
"A10-5745M","Richland","4-Core","AMD Socket FP2","32 nm","2100 MHz","21.0x","1.475 V","128K / 1024K / 0K","25W","Jun 2013","AMD","Mobile"
"A8-5557M","Richland","4-Core","AMD Socket FP2","32 nm","2100 MHz","21.0x","1.475 V","128K / 1024K / 0K","35W","Jun 2013","AMD","Mobile"
"A8-5545M","Richland","4-Core","AMD Socket FP2","32 nm","1700 MHz","17.0x","1.475 V","128K / 1024K / 0K","25W","Jun 2013","AMD","Mobile"
"A4-5145M","Richland","2-Core","AMD Socket FP2","32 nm","2000 MHz","20.0x","1.475 V","128K / 512K / 0K","17W","Jun 2013","AMD","Mobile"
"A6-5345M","Richland","2-Core","AMD Socket FP2","32 nm","2200 MHz","22.0x","1.475 V","128K / 512K / 0K","17W","Jun 2013","AMD","Mobile"
"A6-5357M","Richland","2-Core","AMD Socket FP2","32 nm","2900 MHz","29.0x","1.475 V","128K / 512K / 0K","35W","Jun 2013","AMD","Mobile"
"A6-1450","Temash","4-Core","AMD Socket FT3","32 nm","1000 MHz","10.0x","1.475 V","128K / 512K / 0K","8W","May 2013","AMD","Mobile"
"A4-1250","Temash","2-Core","AMD Socket FT3","32 nm","1000 MHz","10.0x","1.475 V","128K / 512K / 0K","8W","May 2013","AMD","Mobile"
"A4-1200","Temash","2-Core","AMD Socket FT3","32 nm","1000 MHz","10.0x","1.475 V","128K / 512K / 0K","4W","May 2013","AMD","Mobile"
"E1-2100","Kabini","2-Core","AMD Socket FT3","32 nm","1000 MHz","10.0x","1.475 V","128K / 512K / 0K","9W","May 2013","AMD","Mobile"
"E1-2500","Kabini","2-Core","AMD Socket FT3","32 nm","1400 MHz","14.0x","1.475 V","128K / 512K / 0K","15W","May 2013","AMD","Mobile"
"E2-3000","Kabini","2-Core","AMD Socket FT3","32 nm","1650 MHz","16.5x","1.475 V","128K / 512K / 0K","15W","May 2013","AMD","Mobile"
"A4-5000","Kabini","4-Core","AMD Socket FT3","32 nm","1500 MHz","15.0x","1.475 V","128K / 512K / 0K","15W","May 2013","AMD","Mobile"
"A6-5200","Kabini","4-Core","AMD Socket FT3","32 nm","2000 MHz","20.0x","1.475 V","128K / 512K / 0K","25W","May 2013","AMD","Mobile"
"Z-60","Hondo","2-Core","AMD Socket FT1","40 nm","1000 MHz","5.0x","unknown","64K / 1024K / 0K","5W","Oct 2012","AMD","Mobile"
"A4-4355M","Trinity","2-Core","AMD Socket FP2","32 nm","1900 MHz","25.0x","1.15 V","96K / 1024K / 0K","17W","Sep 2012","AMD","Mobile"
"A8-4555M","Trinity","4-Core","AMD Socket FP2","32 nm","1600 MHz","16.0x","1.15 V","192K / 4096K / 0K","19W","Sep 2012","AMD","Mobile"
"C-70","Ontario","2-Core","AMD Socket FT1","40 nm","1000 MHz","5.0x","1.35 V","64K / 512K / 0K","9W","Sep 2012","AMD","Mobile"
"A8-4500M","Trinity","4-Core","AMD Socket FS1r2","32 nm","1900 MHz","19.0x","1.3 V","192K / 4096K / 0K","35W","May 2012","AMD","Mobile"
"A6-4400M","Trinity","2-Core","AMD Socket FS1r2","32 nm","2700 MHz","27.0x","1.325 V","96K / 1024K / 0K","35W","May 2012","AMD","Mobile"
"A10-4655M","Trinity","4-Core","AMD Socket FP2","32 nm","2000 MHz","20.0x","1.2 V","192K / 4096K / 0K","25W","May 2012","AMD","Mobile"
"A6-4455M","Trinity","2-Core","AMD Socket FP2","32 nm","2100 MHz","21.0x","1.15 V","92K / 2048K / 0K","17W","May 2012","AMD","Mobile"
"A4-4300M","Trinity","2-Core","AMD Socket FS1r2","32 nm","2500 MHz","25.0x","1.325 V","96K / 1024K / 0K","35W","May 2012","AMD","Mobile"
"A10-4600M","Trinity","4-Core","AMD Socket FS1r2","32 nm","2300 MHz","23.0x","1.3 V","192K / 4096K / 0K","35W","May 2012","AMD","Mobile"
"E2-3000M","Llano","2-Core","AMD Socket FS1","32 nm","1800 MHz","18.0x","1.4125 V","128K / 512K / 0K","35W","Dec 2011","AMD","Mobile"
"A4-3320M","Llano","2-Core","AMD Socket FS1","32 nm","2000 MHz","20.0x","1.4125 V","128K / 1024K / 0K","35W","Dec 2011","AMD","Mobile"
"A4-3330MX","Llano","2-Core","AMD Socket FS1","32 nm","2200 MHz","22.0x","1.4125 V","128K / 1024K / 0K","45W","Dec 2011","AMD","Mobile"
"A6-3420M","Llano","4-Core","AMD Socket FS1","32 nm","1500 MHz","15.0x","1.4125 V","128K / 1024K / 0K","35W","Dec 2011","AMD","Mobile"
"A6-3430MX","Llano","4-Core","AMD Socket FS1","32 nm","1700 MHz","17.0x","1.4125 V","128K / 1024K / 0K","45W","Dec 2011","AMD","Mobile"
"A8-3520M","Llano","4-Core","AMD Socket FS1","32 nm","1600 MHz","16.0x","1.4125 V","128K / 1024K / 0K","35W","Dec 2011","AMD","Mobile"
"A8-3550MX","Llano","4-Core","AMD Socket FS1","32 nm","2000 MHz","20.0x","1.4125 V","128K / 1024K / 0K","45W","Dec 2011","AMD","Mobile"
"E-450","Zacate","2-Core","AMD Socket FT1","40 nm","1650 MHz","16.5x","1.35 V","64K / 512K / 0K","18W","Aug 2011","AMD","Mobile"
"E-300","Zacate","2-Core","AMD Socket FT1","40 nm","1300 MHz","13.0x","1.35 V","64K / 512K / 0K","18W","Aug 2011","AMD","Mobile"
"C-60","Ontario","2-Core","AMD Socket FT1","40 nm","1000 MHz","10.0x","1.35 V","64K / 512K / 0K","9W","Aug 2011","AMD","Mobile"
"A4-3300M","Llano","2-Core","AMD Socket FS1","32 nm","1900 MHz","19.0x","1.4125 V","128K / 1024K / 0K","35W","Jun 2011","AMD","Mobile"
"A4-3305M","Llano","2-Core","AMD Socket FS1","32 nm","1900 MHz","19.0x","1.4125 V","128K / 512K / 0K","35W","Jun 2011","AMD","Mobile"
"A4-3310MX","Llano","2-Core","AMD Socket FS1","32 nm","2100 MHz","21.0x","1.4125 V","128K / 1024K / 0K","35W","Jun 2011","AMD","Mobile"
"A6-3400M","Llano","4-Core","AMD Socket FS1","32 nm","1400 MHz","14.0x","1.4125 V","128K / 1024K / 0K","35W","Jun 2011","AMD","Mobile"
"A6-3410MX","Llano","4-Core","AMD Socket FS1","32 nm","1600 MHz","16.0x","1.4125 V","128K / 1024K / 0K","45W","Jun 2011","AMD","Mobile"
"A8-3500M","Llano","4-Core","AMD Socket FS1","32 nm","1500 MHz","15.0x","1.4125 V","128K / 1024K / 0K","35W","Jun 2011","AMD","Mobile"
"A8-3510MX","Llano","4-Core","AMD Socket FS1","32 nm","1800 MHz","18.0x","1.4125 V","128K / 1024K / 0K","45W","Jun 2011","AMD","Mobile"
"A8-3530MX","Llano","4-Core","AMD Socket FS1","32 nm","1900 MHz","19.0x","1.4125 V","128K / 1024K / 0K","45W","Jun 2011","AMD","Mobile"
"Z-01","Desna","2-Core","AMD Socket FT1","40 nm","1000 MHz","5.0x","unknown","64K / 1024K / 0K","6W","Jun 2011","AMD","Mobile"
"E-350","Zacate","2-Core","AMD Socket FT1","40 nm","1600 MHz","16.0x","1.35 V","64K / 512K / 0K","18W","Jan 2011","AMD","Mobile"
"E-240","Zacate","1-Core","AMD Socket FT1","40 nm","1500 MHz","15.0x","1.35 V","64K / 512K / 0K","18W","Jan 2011","AMD","Mobile"
"C-30","Ontario","1-Core","AMD Socket FT1","40 nm","1200 MHz","12.0x","1.35 V","64K / 512K / 0K","9W","Jan 2011","AMD","Mobile"
"C-50","Ontario","2-Core","AMD Socket FT1","40 nm","1000 MHz","10.0x","1.35 V","64K / 512K / 0K","9W","Jan 2011","AMD","Mobile"
"Turion X2 RM-74","Griffin","2-Core","AMD Socket S1","65 nm","2200 MHz","11.0x","unknown","256K / 1024K / 0K","35W","Dec 2008","AMD","Mobile"
"Turion X2 RM-75","Griffin","2-Core","AMD Socket S1","65 nm","2200 MHz","11.0x","unknown","256K / 1024K / 0K","35W","Dec 2008","AMD","Mobile"
"Turion X2 RM-77","Griffin","2-Core","AMD Socket S1","65 nm","2300 MHz","11.5x","unknown","256K / 1024K / 0K","35W","Dec 2008","AMD","Mobile"
"Turion X2 Ultra ZM-88","Griffin","2-Core","AMD Socket S1","65 nm","2500 MHz","12.5x","unknown","256K / 2048K / 0K","35W","Dec 2008","AMD","Mobile"
"Athlon X2 QL-64","Griffin","2-Core","AMD Socket S1","65 nm","2100 MHz","10.5x","unknown","256K / 1024K / 0K","35W","Dec 2008","AMD","Mobile"
"Athlon X2 QL-65","Griffin","2-Core","AMD Socket S1","65 nm","2100 MHz","10.5x","unknown","256K / 1024K / 0K","35W","Dec 2008","AMD","Mobile"
"Athlon X2 QL-67","Griffin","2-Core","AMD Socket S1","65 nm","2200 MHz","11.0x","unknown","256K / 1024K / 0K","35W","Dec 2008","AMD","Mobile"
"Turion X2 RM-72","Griffin","2-Core","AMD Socket S1","65 nm","2100 MHz","10.5x","unknown","256K / 1024K / 0K","35W","Sep 2008","AMD","Mobile"
"Turion X2 Ultra ZM-84","Griffin","2-Core","AMD Socket S1","65 nm","2300 MHz","11.5x","unknown","256K / 2048K / 0K","35W","Sep 2008","AMD","Mobile"
"Turion X2 Ultra ZM-85","Griffin","2-Core","AMD Socket S1","65 nm","2300 MHz","11.5x","unknown","256K / 2048K / 0K","35W","Sep 2008","AMD","Mobile"
"Athlon X2 QL-62","Griffin","2-Core","AMD Socket S1","65 nm","2000 MHz","10.0x","unknown","256K / 1024K / 0K","25W","Sep 2008","AMD","Mobile"
"Turion X2 Ultra ZM-80","Griffin","2-Core","AMD Socket S1","65 nm","2100 MHz","10.5x","unknown","256K / 2048K / 0K","32W","Jun 2008","AMD","Mobile"
"Turion X2 Ultra ZM-82","Griffin","2-Core","AMD Socket S1","65 nm","2200 MHz","11.0x","unknown","256K / 2048K / 0K","35W","Jun 2008","AMD","Mobile"
"Turion X2 Ultra ZM-86","Griffin","2-Core","AMD Socket S1","65 nm","2400 MHz","12.0x","unknown","256K / 2048K / 0K","35W","Jun 2008","AMD","Mobile"
"Turion X2 Ultra ZM-87","Griffin","2-Core","AMD Socket S1","65 nm","2400 MHz","12.0x","unknown","256K / 2048K / 0K","35W","Jun 2008","AMD","Mobile"
"Athlon X2 QL-60","Griffin","2-Core","AMD Socket S1","65 nm","1900 MHz","9.5x","unknown","256K / 1024K / 0K","35W","Jun 2008","AMD","Mobile"
"Turion X2 RM-70","Griffin","2-Core","AMD Socket S1","65 nm","2000 MHz","10.0x","unknown","256K / 1024K / 0K","31W","Jun 2006","AMD","Mobile"
"Sempron 3400+","Roma","1-Core","AMD Socket 754","90 nm","2000 MHz","10.0x","1.2 V","128K / 256K / 0K","25W","May 2006","AMD","Mobile"
"Sempron 3600+","Albany","1-Core","AMD Socket 754","90 nm","2200 MHz","11.0x","1.4 V","128K / 128K / 0K","62W","May 2006","AMD","Mobile"
"Sempron 3400+","Albany","1-Core","AMD Socket 754","90 nm","2000 MHz","10.0x","1.4 V","128K / 256K / 0K","62W","Jan 2006","AMD","Mobile"
"Turion 64 ML-44","Lancaster","1-Core","AMD Socket 754","90 nm","2400 MHz","12.0x","1.35 V","128K / 1024K / 0K","35W","Jan 2006","AMD","Mobile"
"Turion 64 ML-42","Lancaster","1-Core","AMD Socket 754","90 nm","2400 MHz","12.0x","1.35 V","128K / 1024K / 0K","35W","Oct 2005","AMD","Mobile"
"Sempron 3300+","Georgetown","1-Core","AMD Socket 754","90 nm","2000 MHz","10.0x","1.4 V","128K / 128K / 0K","62W","Aug 2005","AMD","Mobile"
"Athlon 64 4000+","Newark","1-Core","AMD Socket 754","130 nm","2600 MHz","13.0x","1.5 V","128K / 1024K / 0K","62W","Aug 2005","AMD","Mobile"
"Turion 64 MT-40","Lancaster","1-Core","AMD Socket 754","90 nm","2200 MHz","11.0x","1.2 V","128K / 1024K / 0K","25W","Aug 2005","AMD","Mobile"
"Turion 64 MT-37","Lancaster","1-Core","AMD Socket 754","90 nm","2000 MHz","10.0x","1.2 V","128K / 1024K / 0K","25W","Aug 2005","AMD","Mobile"
"Sempron 3000+","Albany","1-Core","AMD Socket 754","90 nm","1800 MHz","9.0x","1.4 V","128K / 128K / 0K","62W","Jul 2005","AMD","Mobile"
"Sempron 3000+","Roma","1-Core","AMD Socket 754","90 nm","1800 MHz","9.0x","1.2 V","128K / 128K / 0K","25W","Jul 2005","AMD","Mobile"
"Sempron 2800+","Roma","1-Core","AMD Socket 754","90 nm","1600 MHz","8.0x","1.2 V","128K / 256K / 0K","25W","Jul 2005","AMD","Mobile"
"Sempron 3300+","Roma","1-Core","AMD Socket 754","90 nm","2000 MHz","10.0x","1.2 V","128K / 128K / 0K","25W","Jul 2005","AMD","Mobile"
"Sempron 3100+","Roma","1-Core","AMD Socket 754","90 nm","1800 MHz","9.0x","1.2 V","128K / 256K / 0K","25W","Jul 2005","AMD","Mobile"
"Sempron 3300+","Albany","1-Core","AMD Socket 754","90 nm","2000 MHz","10.0x","1.4 V","128K / 128K / 0K","62W","Jul 2005","AMD","Mobile"
"Sempron 3100+","Albany","1-Core","AMD Socket 754","90 nm","1800 MHz","9.0x","1.4 V","128K / 256K / 0K","62W","Jul 2005","AMD","Mobile"
"Turion 64 ML-40","Lancaster","1-Core","AMD Socket 754","90 nm","2200 MHz","11.0x","1.35 V","128K / 1024K / 0K","35W","Jun 2005","AMD","Mobile"
"Turion 64 ML-28","Lancaster","1-Core","AMD Socket 754","90 nm","1600 MHz","8.0x","1.35 V","128K / 512K / 0K","32W","Jun 2005","AMD","Mobile"
"Turion 64 MT-28","Lancaster","1-Core","AMD Socket 754","90 nm","1600 MHz","8.0x","1.2 V","128K / 512K / 0K","22W","Jun 2005","AMD","Mobile"
"Sempron 3100+","Georgetown","1-Core","AMD Socket 754","90 nm","1800 MHz","9.0x","1.4 V","128K / 256K / 0K","62W","May 2005","AMD","Mobile"
"Athlon 64 3700+","Newark","1-Core","AMD Socket 754","130 nm","2400 MHz","12.0x","1.5 V","128K / 1024K / 0K","83W","Apr 2005","AMD","Mobile"
"Athlon 64 3400+","Newark","1-Core","AMD Socket 754","130 nm","2200 MHz","11.0x","1.5 V","128K / 1024K / 0K","83W","Apr 2005","AMD","Mobile"
"Athlon 64 3200+","Newark","1-Core","AMD Socket 754","130 nm","2000 MHz","10.0x","1.5 V","128K / 1024K / 0K","83W","Apr 2005","AMD","Mobile"
"Athlon 64 3200+","Newark","1-Core","AMD Socket 754","130 nm","2000 MHz","10.0x","1.4 V","128K / 1024K / 0K","62W","Apr 2005","AMD","Mobile"
"Athlon 64 3000+","Newark","1-Core","AMD Socket 754","130 nm","1800 MHz","9.0x","1.4 V","128K / 1024K / 0K","62W","Apr 2005","AMD","Mobile"
"Turion 64 ML-37","Lancaster","1-Core","AMD Socket 754","90 nm","2000 MHz","10.0x","1.35 V","128K / 1024K / 0K","35W","Mar 2005","AMD","Mobile"
"Turion 64 ML-34","Lancaster","1-Core","AMD Socket 754","90 nm","1800 MHz","9.0x","1.35 V","128K / 1024K / 0K","35W","Mar 2005","AMD","Mobile"
"Turion 64 MT-34","Lancaster","1-Core","AMD Socket 754","90 nm","1800 MHz","9.0x","1.2 V","128K / 1024K / 0K","25W","Mar 2005","AMD","Mobile"
"Turion 64 ML-32","Lancaster","1-Core","AMD Socket 754","90 nm","1800 MHz","9.0x","1.35 V","128K / 512K / 0K","35W","Mar 2005","AMD","Mobile"
"Turion 64 MT-32","Lancaster","1-Core","AMD Socket 754","90 nm","1800 MHz","9.0x","1.2 V","128K / 512K / 0K","25W","Mar 2005","AMD","Mobile"
"Turion 64 ML-30","Lancaster","1-Core","AMD Socket 754","90 nm","1600 MHz","8.0x","1.35 V","128K / 1024K / 0K","35W","Mar 2005","AMD","Mobile"
"Turion 64 MT-30","Lancaster","1-Core","AMD Socket 754","90 nm","1600 MHz","8.0x","1.2 V","128K / 1024K / 0K","22W","Mar 2005","AMD","Mobile"
"Sempron 3100+","Sonora","1-Core","AMD Socket 754","90 nm","1800 MHz","9.0x","1.4 V","128K / 256K / 0K","25W","Jan 2005","AMD","Mobile"
"Sempron 3000+","Sonora","1-Core","AMD Socket 754","90 nm","1800 MHz","9.0x","1.4 V","128K / 128K / 0K","25W","Nov 2004","AMD","Mobile"
"Sempron 2800+","Georgetown","1-Core","AMD Socket 754","90 nm","1600 MHz","8.0x","1.4 V","128K / 256K / 0K","62W","Jul 2004","AMD","Mobile"
"Sempron 3000+","Georgetown","1-Core","AMD Socket 754","90 nm","1800 MHz","9.0x","1.4 V","128K / 128K / 0K","62W","Jul 2004","AMD","Mobile"
"Sempron 2600+","Georgetown","1-Core","AMD Socket 754","90 nm","1600 MHz","8.0x","1.4 V","128K / 128K / 0K","62W","Jul 2004","AMD","Mobile"
"Sempron 2600+","Sonora","1-Core","AMD Socket 754","90 nm","1600 MHz","8.0x","1.4 V","128K / 128K / 0K","25W","Jul 2004","AMD","Mobile"
"Sempron 2800+","Sonora","1-Core","AMD Socket 754","90 nm","1600 MHz","8.0x","1.4 V","128K / 256K / 0K","25W","Jul 2004","AMD","Mobile"
"Athlon 64 3000+","NewCastle","1-Core","AMD Socket 754","130 nm","1800 MHz","9.0x","1.2 V","128K / 512K / 0K","32W","Apr 2004","AMD","Mobile"
"Athlon 64 2800+","NewCastle","1-Core","AMD Socket 754","130 nm","1800 MHz","9.0x","1.2 V","128K / 512K / 0K","32W","Apr 2004","AMD","Mobile"
"Athlon 64 2700+","NewCastle","1-Core","AMD Socket 754","130 nm","1600 MHz","8.0x","1.2 V","128K / 512K / 0K","32W","Apr 2004","AMD","Mobile"
"Athlon XP-M 2200+","Thoroughbred","1-Core","AMD Socket A","130 nm","1800 MHz","13.5x","1.45 V","128K / 256K / 0K","45W","Nov 2002","AMD","Mobile"
"Sempron 2800+","Paris","1-Core","AMD Socket 754","130 nm","1600 MHz","8.0x","1.25 V","128K / 256K / 0K","25W","Jan 2001","AMD","Mobile"
"Sempron 2600+","Paris","1-Core","AMD Socket 754","130 nm","1600 MHz","8.0x","1.25 V","128K / 128K / 0K","25W","Jan 2001","AMD","Mobile"
"Athlon XP-M 3000+","Barton","1-Core","AMD Socket A","130 nm","2200 MHz","16.5x","1.65 V","128K / 512K / 0K","45W","Jan 2001","AMD","Mobile"
"Athlon XP-M 2600+","Barton","1-Core","AMD Socket A","130 nm","2000 MHz","15.0x","1.45 V","128K / 512K / 0K","45W","Jan 2001","AMD","Mobile"
"Athlon XP-M 2500+","Barton","1-Core","AMD Socket A","130 nm","1862 MHz","14.0x","1.45 V","128K / 512K / 0K","45W","Jan 2001","AMD","Mobile"
"Athlon XP-M 2400+","Barton","1-Core","AMD Socket A","130 nm","1800 MHz","13.5x","1.45 V","128K / 512K / 0K","45W","Jan 2001","AMD","Mobile"
